Time;Time2;Force;CoM vertical velocity;VL;SOL;VL_Smoothed Y1;SOL_Smoothed Y2;CoM vertical position;CoM vertical position2;_1;_2
s;%;N;ms-1;V;V;;;cm;mm;;
;"Normalize to [0-100] of ""Time""";;"Divided by 71.82825 on ""CoM velocity""";;;"50 pts SG smooth of ""VL""";"50 pts SG smooth of ""SOL""";Integrate of CoM velocity x=(0100) Area = 9.93124;"Multiply 10 on ""Integrated Y1""";;
2.214;2.51428571428569;-20.7321149999999;0.00421451027279641;0.0169373;0.0172424;1,76893E+14;0.0118181400364596;0.015580886593348;0.155808865933481;;
2.215;2.62857142857139;-21.9111149999999;0.00391766863279577;0.00152588;0.0210571;1,77633E+14;0.0116968038394135;0.0160455825308104;0.160455825308104;;
2.216;2.74285714285715;-23.0681149999999;0.00360456598088194;0.015564;0.018158;1,78417E+14;0.0116056639758103;0.016475424508735;0.16475424508735;;
2.217;2.85714285714285;-24.3921149999999;0.00327419296486023;0.00320435;0.00213623;1,79246E+14;0.0115447204456499;0.0168684964484916;0.168684964484916;;
2.218;2.97142857142855;-25.8221149999999;0.00292464921818416;0.018158;0.00808716;1,79263E+14;0.0109391203655802;0.0172227160018084;0.172227160018084;;
2.219;3.08571428571425;-26.643115;0.00255943614881276;0.0224304;0.018158;1,81859E+14;0.0109349931263449;0.0175360923084939;0.175360923084939;;
2.22;3.2;-28.0051149999999;0.00217902710812004;0.0326538;0.0164795;1,79797E+13;0.0110345552923056;0.0178068616374616;0.178068616374616;;
2.221;3.31428571428571;-29.6411149999999;0.00177774884066577;0.0233459;0.0244141;1,81871E+14;0.0113247762806632;0.0180329631202494;0.180329631202494;;
2.222;3.42857142857141;-31.0791149999999;0.00135507230667864;0.0167847;0.00793457;1,89005E+14;0.0118397156714761;0.0182119814715262;0.182119814715262;;
2.223;3.54285714285711;-32.273115;9.14074290090841E-4;0.0166321;3.05176E-4;1,87419E+14;0.0127380127657478;0.0183416469913415;0.183416469913415;;
2.224;3.65714285714286;-33.3171149999999;4.57497444452563E-4;0.0131226;0.00396729;1,83552E+14;0.0137025291798229;0.0184200225190298;0.184200225190298;;
2.225;3.77142857142856;-34.8171149999999;-1.6788311419602E-5;0.0401306;0.00839233;1,80942E+13;0.0143085489201341;0.0184452058980602;0.184452058980602;;
2.226;3.88571428571426;-36.1701149999999;-5.10933941858534E-4;0.0152588;0.00473022;1,77499E+14;0.0149426354762282;0.01841505034073;0.1841505034073;;
